question_id,category,context_blocks,mode,oom,exact_match,numeric_preservation,gold_recall,evidence_block_recall,contradiction_accuracy,multi_fact_recall,kept_blocks,token_reduction_pct,selector_latency_ms,retrieval_latency_ms,ttft_ms,decode_ms,tokens_per_second,peak_vram_mb,est_kv_mb,max_batch_size
Q0001,A,50,predictor,False,True,True,True,True,True,True,13,74.0,29.732299999523093,0.0,130.51530000120692,5739.5959999994375,11.150610600468443,6635.34033203125,59.625,3
Q0070,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,559.077800000523,9265.52459999948,6.907326110817685,8047.11328125,208.40625,1
Q0070,A,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,8.147599999574595,159.7753999994893,6778.755400000591,9.441261149501635,6680.15380859375,64.3359375,3
Q0070,A,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,12.116500000047381,157.64430000126595,6387.632699999813,10.019361319883323,6680.15380859375,64.3359375,3
Q0070,A,50,predictor,False,True,True,True,False,True,True,14,72.0,25.202200000421726,0.0,155.48069999931613,5490.535700000692,11.656421795052154,6673.16552734375,63.52734375,3
Q0015,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,605.4046999997809,5456.002999999328,9.714070905020861,8053.4892578125,208.828125,1
Q0015,A,50,dense,False,True,True,True,False,True,True,13,74.0,0.0,9.234000001015374,151.66599999975006,4962.971499999185,12.895500205876765,6647.9423828125,60.890625,3
Q0015,A,50,hybrid,False,True,True,True,False,True,True,13,74.0,0.0,19.78609999969194,143.9500999986194,5399.619799998618,11.852686368772924,6647.9423828125,60.890625,3
Q0015,A,50,predictor,False,True,True,True,True,True,True,13,74.0,30.288399999335525,0.0,145.58020000004035,5327.074700000594,12.014098469464463,6638.78173828125,59.94140625,3
Q0078,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,599.079100000381,6005.186700000195,10.65745383070237,8052.53564453125,209.07421875,1
Q0078,A,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,9.976000001188368,146.954600000754,4484.526599999299,14.27129454422458,6641.08251953125,60.1875,3
Q0078,A,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,12.761899999532034,145.21079999940412,5642.422599999918,11.34264562175845,6641.08251953125,60.1875,3
Q0078,A,50,predictor,False,True,True,True,True,True,True,13,74.0,28.28149999913876,0.0,145.97329999924114,5106.91129999941,12.532036732262686,6636.67138671875,59.765625,3
Q0073,A,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,596.9793000003847,5992.636599999969,10.679773240379758,8049.28857421875,208.6171875,1
Q0073,A,50,dense,False,True,True,True,False,True,True,14,72.0,0.0,11.1029999989114,165.19490000064252,4760.2342999998655,13.444716366167482,6680.11083984375,64.30078125,3
Q0073,A,50,hybrid,False,True,True,True,False,True,True,14,72.0,0.0,15.31299999987823,154.74139999969339,5884.179700000459,10.876622275828016,6680.11083984375,64.30078125,3
Q0073,A,50,predictor,False,True,True,True,True,True,True,14,72.0,30.70309999930032,0.0,151.9957999989856,5185.036500000933,12.343211084432767,6675.9384765625,63.9140625,3
Q0010,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,602.1364999996877,5552.953200000047,10.985145705892043,8045.744140625,208.23046875,1
Q0010,A,50,dense,False,True,True,True,True,True,True,12,76.0,0.0,8.539500000551925,132.52319999992324,4775.575600000593,13.401525880983238,6602.39599609375,56.14453125,3
Q0010,A,50,hybrid,False,True,True,True,True,True,True,12,76.0,0.0,13.243200000943034,136.58249999934924,5230.338600000323,12.23630148916096,6602.39599609375,56.14453125,3
Q0010,A,50,predictor,False,True,True,True,True,True,True,12,76.0,27.200599999559927,0.0,125.77000000055705,4916.471700000329,13.017465350201388,6599.66748046875,55.7578125,3
Q0055,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,587.9614999994374,6753.701199999341,9.476285388522406,8045.51416015625,208.30078125,1
Q0055,A,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,9.040299999469426,163.27869999986433,5417.537900000752,11.813484498187103,6677.93505859375,64.125,3
Q0055,A,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,12.82819999869389,160.71330000158923,5296.707200001038,12.082978647561916,6677.93505859375,64.125,3
Q0055,A,50,predictor,False,True,True,True,False,True,True,14,72.0,23.905100000774837,0.0,156.36970000014117,4689.304800000173,13.648078495558156,6670.99365234375,63.38671875,3
Q0056,A,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,25240.96069999905,11560.736400000678,5.535979524625805,8049.37890625,208.72265625,1
Q0056,A,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,8.509699999194709,176.8387000010989,4741.585199999463,13.497595698587732,6681.2626953125,64.4765625,3
Q0056,A,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,14.083300000493182,142.82839999941643,5015.769800000271,12.759756239211086,6681.2626953125,64.4765625,3
Q0056,A,50,predictor,False,True,True,True,False,True,True,14,72.0,24.462499999572174,0.0,150.79940000032366,4739.941899999394,13.502275207214709,6673.94189453125,63.703125,3
Q0072,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,561.4841999995406,6416.6681000006065,9.350647261932455,8049.2626953125,208.58203125,1
Q0072,A,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,9.043599999131402,146.85389999976906,5000.474099999337,12.798786419073439,6640.99658203125,60.1171875,3
Q0072,A,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,13.739300000452204,131.53569999849424,4684.662199999366,13.6616040319852,6640.99658203125,60.1171875,3
Q0072,A,50,predictor,False,True,True,True,True,True,True,13,74.0,24.853300001268508,0.0,131.9125999998505,4523.565299999973,14.148132226586933,6636.67138671875,59.765625,3
Q0045,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,571.1568000006082,6714.251699999295,9.531963182137888,8052.21630859375,209.0390625,1
Q0045,A,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,8.285199999590986,136.1886999984563,5232.221700000082,12.23189758950753,6643.42626953125,60.46875,3
Q0045,A,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,12.736500000755768,140.9023000014713,5390.171900000496,11.873461772155006,6643.42626953125,60.46875,3
Q0045,A,50,predictor,False,True,True,True,True,True,True,13,74.0,23.902799999632407,0.0,135.77449999866076,5135.7717999999295,12.461612877737457,6638.73876953125,59.90625,3
Q0048,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,557.2071000005963,6293.088099999295,10.16988781708096,8049.6640625,208.7578125,1
Q0048,A,50,dense,False,True,True,True,True,True,True,12,76.0,0.0,13.318600000275183,131.72059999851626,4916.063599999688,13.01854597650121,6602.728515625,56.1796875,3
Q0048,A,50,hybrid,False,True,True,True,True,True,True,12,76.0,0.0,18.053300000246963,120.5826999994315,4751.798700001018,13.468584012194432,6602.728515625,56.1796875,3
Q0048,A,50,predictor,False,True,True,True,True,True,True,12,76.0,30.36489999976766,0.0,121.12819999856583,5109.399000000849,12.5259350463703,6597.45263671875,55.58203125,3
Q0092,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,554.7136000004684,6111.522399998648,10.472022486576202,8049.6640625,208.7578125,1
Q0092,A,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,9.92940000105591,142.90449999862176,5191.070099999706,12.328864524484773,6637.669921875,59.87109375,3
Q0092,A,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,18.31759999913629,148.90860000014072,5056.362699999227,12.657319855636501,6637.669921875,59.87109375,3
Q0092,A,50,predictor,False,True,True,True,True,True,True,13,74.0,24.028800000451156,0.0,146.1471000002348,5602.80050000074,11.422858979182205,6636.52392578125,59.73046875,3
Q0076,A,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,564.2201999999088,7549.473499999294,8.47741236524719,8057.0009765625,209.56640625,1
Q0076,A,50,dense,False,True,True,True,True,True,True,15,70.0,0.0,8.107999999992899,165.9615999997186,5177.171499999531,12.361962511770336,6719.53173828125,68.51953125,3
Q0076,A,50,hybrid,False,True,True,True,True,True,True,15,70.0,0.0,12.77230000050622,163.54099999989558,5342.108999999255,11.980287186204723,6719.53173828125,68.51953125,3
Q0076,A,50,predictor,False,True,True,True,True,True,True,15,70.0,25.21619999970426,0.0,148.40210000147636,5523.399099998642,11.587067825682873,6714.62353515625,67.9921875,3
Q0037,A,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,594.247600000017,6756.042499999239,9.028954450776007,8055.818359375,209.25,1
Q0037,A,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,13.540099998863298,159.21370000069146,5125.149900000906,12.487439635665813,6684.66943359375,64.7578125,3
Q0037,A,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,14.229200000045239,149.01020000070275,5404.221799999505,11.842593137092535,6684.66943359375,64.7578125,3
Q0037,A,50,predictor,False,True,True,True,True,True,True,14,72.0,25.771700000404962,0.0,156.1052999986714,5330.886799998552,12.005507226305646,6677.93505859375,64.125,3
Q0157,B,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,561.158799999248,5827.195500000016,10.982984868106763,8050.30224609375,208.828125,1
Q0157,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,10.121699999217526,134.41360000069835,4853.19089999939,13.187200198534956,6641.03955078125,60.15234375,3
Q0157,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,14.755099999092636,137.75110000096902,5426.811299999827,11.793297474707117,6641.03955078125,60.15234375,3
Q0157,B,50,predictor,False,True,True,True,True,True,True,13,74.0,23.794400000042515,0.0,145.0315000001865,5620.751599999494,11.386377579825048,6638.82470703125,59.9765625,3
Q0126,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,625.3094999992754,8840.551300001607,6.90002217395525,8051.40869140625,208.7578125,1
Q0126,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,12.214500000482076,143.99319999938598,5312.716599999476,11.481884804471976,6637.541015625,59.765625,3
Q0126,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,18.68570000078762,155.30760000001465,5718.190499999764,10.667710353476771,6637.541015625,59.765625,3
Q0126,B,50,predictor,False,True,True,True,True,True,True,13,74.0,45.06280000168772,0.0,133.89060000008612,4550.370299999486,14.064789408459182,6636.52392578125,59.73046875,3
Q0105,B,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,572.6595999985875,6135.336699999243,8.638482709515607,8046.79248046875,208.01953125,1
Q0105,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,8.461200000965619,141.1497999997664,5212.002700000085,12.279348972708506,6641.330078125,60.2578125,3
Q0105,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,12.686399999438436,132.31489999998303,5140.424100000018,12.450334593988027,6641.330078125,60.2578125,3
Q0105,B,50,predictor,False,True,True,True,False,True,True,13,74.0,23.965899999893736,0.0,137.8396000000066,4818.783900000199,13.281359224263483,6637.3369140625,59.8359375,3
Q0113,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,570.153599999685,7225.221499998952,8.857859928586173,8054.76708984375,209.3203125,1
Q0113,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,13.017700001000776,144.77930000066408,4895.110499999646,13.074270744246657,6643.34033203125,60.3984375,3
Q0113,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,12.618200000360957,137.44229999974777,5036.506999998892,12.707219507490823,6643.34033203125,60.3984375,3
Q0113,B,50,predictor,False,True,True,True,True,True,True,13,74.0,25.106400000368012,0.0,138.15909999902942,4682.799000000159,13.667039734141445,6639.33349609375,60.046875,3
Q0161,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,576.5866999990976,6086.966900000334,10.514267787458559,8053.8125,209.21484375,1
Q0161,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,8.686899998792796,141.15770000171324,4483.798000001116,14.273613574916638,6645.72705078125,60.71484375,3
Q0161,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,13.442000001305132,132.49309999991965,4029.803199999151,15.881668861648997,6645.72705078125,60.71484375,3
Q0161,B,50,predictor,False,True,True,True,True,True,True,13,74.0,25.07270000023709,0.0,129.5829999999114,4200.9314999995695,15.234716395639053,6639.0009765625,60.01171875,3
Q0124,B,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,569.907900000544,6466.930099999445,9.587238309565976,8049.3212890625,208.65234375,1
Q0124,B,50,dense,False,True,True,True,True,True,True,15,70.0,0.0,8.153200000379002,159.6972999996069,4605.8347999987745,13.895418046695255,6716.88134765625,68.203125,3
Q0124,B,50,hybrid,False,True,True,True,True,True,True,15,70.0,0.0,15.836099999432918,151.81090000078257,4059.462599998369,15.765633608750505,6716.88134765625,68.203125,3
Q0124,B,50,predictor,False,True,True,True,False,True,True,15,70.0,21.969699999317527,0.0,148.64829999896756,4165.4782999994495,15.364382044676228,6712.19384765625,67.640625,3
Q0122,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,563.6935000002268,5296.023200000491,11.706897356490858,8055.8759765625,209.3203125,1
Q0122,B,50,dense,False,True,True,True,False,True,True,13,74.0,0.0,10.398200000054203,132.59429999925487,4544.658900000286,14.082465022841642,6641.6630859375,60.29296875,3
Q0122,B,50,hybrid,False,True,True,True,False,True,True,13,74.0,0.0,13.107500000842265,136.60110000091663,4510.77080000141,14.188262458376293,6641.6630859375,60.29296875,3
Q0122,B,50,predictor,False,True,True,True,True,True,True,13,74.0,26.244599999699858,0.0,134.08499999968626,4145.784700000149,15.437367020047542,6637.669921875,59.87109375,3
Q0138,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,542.5172000013845,5837.2896000000765,10.62136783482512,8045.7734375,208.265625,1
Q0138,B,50,dense,False,True,True,True,False,True,True,11,78.0,0.0,7.61179999972228,125.94049999825074,4570.579100000032,14.002601989756519,6563.3623046875,51.9609375,3
Q0138,B,50,hybrid,False,True,True,True,False,True,True,11,78.0,0.0,12.369300000500516,109.13260000052105,4082.9260000009526,15.675033052273069,6563.3623046875,51.9609375,3
Q0138,B,50,predictor,False,True,True,True,False,True,True,11,78.0,21.810700000060024,0.0,110.65469999994093,3993.3961000006093,16.026459283613324,6558.90771484375,51.50390625,3
Q0125,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,543.897300000026,5633.4809999989375,11.360648948671713,8053.75830078125,209.1796875,1
Q0125,B,50,dense,False,True,True,True,False,True,True,13,74.0,0.0,7.667400001082569,135.40130000001227,4369.477000000188,14.647061879487463,6643.38330078125,60.43359375,3
Q0125,B,50,hybrid,False,True,True,True,False,True,True,13,74.0,0.0,11.701400000674766,130.29380000079982,4379.956900000252,14.612015931023503,6643.38330078125,60.43359375,3
Q0125,B,50,predictor,False,True,True,True,True,True,True,13,74.0,22.35380000092846,0.0,129.7911000001477,4078.867399999581,15.690630197982552,6641.03955078125,60.15234375,3
Q0152,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,544.5212000013271,7182.262399999672,8.910841241334056,8044.9404296875,208.1953125,1
Q0152,B,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,7.29470000078436,159.82550000080664,4529.577400000562,14.129353435928053,6677.81005859375,64.0546875,3
Q0152,B,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,11.184599999978673,138.20719999966968,4340.299100000266,14.745527560530583,6677.81005859375,64.0546875,3
Q0152,B,50,predictor,False,True,True,True,False,True,True,14,72.0,22.230999999010237,0.0,147.1545000003971,4165.2804000004835,15.365112034232455,6677.81005859375,64.0546875,3
Q0185,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,1608.6570999996184,4097.992000000886,15.129360916269869,8049.9248046875,208.72265625,1
Q0185,B,50,dense,False,True,True,True,False,True,True,14,72.0,0.0,7.510699999329518,152.38210000097752,5195.181900000534,12.319106670739174,6682.41162109375,64.546875,3
Q0185,B,50,hybrid,False,True,True,True,False,True,True,14,72.0,0.0,11.854700000185403,143.0266000006668,4553.1580000006215,14.056178151514018,6682.41162109375,64.546875,3
Q0185,B,50,predictor,False,True,True,True,False,True,True,14,72.0,21.699500000977423,0.0,137.5566999995499,4126.683400001639,15.508822411715563,6673.16552734375,63.52734375,3
Q0167,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,551.2397000002238,5075.365099999544,12.609930268860017,8051.5556640625,208.93359375,1
Q0167,B,50,dense,False,True,True,True,False,True,True,14,72.0,0.0,7.991700000275159,151.17409999947995,5011.911199999304,12.769579796228012,6678.93359375,64.23046875,3
Q0167,B,50,hybrid,False,True,True,True,False,True,True,14,72.0,0.0,11.856099999931757,145.63339999949676,4527.090999999928,14.137113656429928,6678.93359375,64.23046875,3
Q0167,B,50,predictor,False,True,True,True,False,True,True,14,72.0,23.024300000543008,0.0,138.40560000062396,4195.65380000131,15.253880098491448,6677.76708984375,64.01953125,3
Q0179,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,539.8895000016637,5111.233399999037,12.521439541385854,8047.11328125,208.40625,1
Q0179,B,50,dense,False,True,True,True,False,True,True,13,74.0,0.0,7.635399999344372,137.47089999924356,4856.212900000173,13.178993861656625,6639.66650390625,60.08203125,3
Q0179,B,50,hybrid,False,True,True,True,False,True,True,13,74.0,0.0,11.479099999633036,134.8305999999866,4362.100500000452,14.671830692574225,6639.66650390625,60.08203125,3
Q0179,B,50,predictor,False,True,True,True,True,True,True,13,74.0,21.59340000071097,0.0,126.22879999980796,4263.156200000594,15.012351646883378,6634.6748046875,59.5546875,3
Q0144,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,542.2236000013072,5698.413099999016,10.880222074459766,8051.52587890625,208.8984375,1
Q0144,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,7.506199999625096,136.42460000119172,4515.177999999651,14.174413500421235,6641.99560546875,60.328125,3
Q0144,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,11.486100000183797,130.93690000096103,4625.160699999469,13.837357045779479,6641.99560546875,60.328125,3
Q0144,B,50,predictor,False,True,True,True,True,True,True,13,74.0,21.84070000112115,0.0,131.10149999920395,4687.300599998707,13.653914152639933,6640.99658203125,60.1171875,3
Q0142,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,544.1079000011086,6485.177900000053,9.868657573757456,8054.12841796875,209.25,1
Q0142,B,50,dense,False,True,True,True,True,True,True,12,76.0,0.0,10.697399999116897,128.4088000011252,5273.738800000501,12.135602923677965,6604.7255859375,56.390625,3
Q0142,B,50,hybrid,False,True,True,True,True,True,True,12,76.0,0.0,13.865400000213413,133.03480000104173,4952.416199999789,12.922984946217309,6604.7255859375,56.390625,3
Q0142,B,50,predictor,False,True,True,True,True,True,True,12,76.0,22.921199999473174,0.0,120.29400000028545,4201.494300001286,15.232675669696947,6599.79638671875,55.86328125,3
Q0104,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,542.3879000009038,5117.653500001325,11.91952522772091,8047.05712890625,208.3359375,1
Q0104,B,50,dense,False,True,True,True,False,True,True,13,74.0,0.0,9.295099998780643,132.80780000059167,5328.747800000201,12.010326328447668,6639.0009765625,60.01171875,3
Q0104,B,50,hybrid,False,True,True,True,False,True,True,13,74.0,0.0,12.143600000854349,126.6923000002862,4495.3869999990275,14.236816541048379,6639.0009765625,60.01171875,3
Q0104,B,50,predictor,False,True,True,True,True,True,True,13,74.0,21.44629999929748,0.0,133.11330000033195,4331.358600000385,14.775964289817589,6639.0009765625,60.01171875,3
Q0169,B,50,full,False,True,True,True,False,True,True,50,0.0,0.0,0.0,1612.6882000007754,3969.2520999997214,16.12394435717613,8047.43115234375,208.51171875,1
Q0169,B,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,7.371399999101413,145.53539999906207,4156.09349999977,15.399076079497139,6678.6005859375,64.1953125,3
Q0169,B,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,16.864400000486057,144.85439999953087,5029.374100000496,12.725241496748808,6678.6005859375,64.1953125,3
Q0169,B,50,predictor,False,True,True,True,False,True,True,14,72.0,22.137100000691134,0.0,144.61479999954463,4972.717000000557,12.87022768438116,6675.60595703125,63.87890625,3
Q0177,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,550.9426999997231,5012.501400000474,10.57356313157239,8051.57275390625,208.6171875,1
Q0177,B,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,7.754899999781628,149.8247999988962,4299.237499999435,14.886360662793903,6680.93017578125,64.44140625,3
Q0177,B,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,12.223699999594828,145.40070000111882,5258.744000000661,12.170206421912145,6680.93017578125,64.44140625,3
Q0177,B,50,predictor,False,True,True,True,False,True,True,14,72.0,27.389899998524925,0.0,143.9961999985826,4015.804799999387,13.94490090753628,6675.927734375,63.66796875,3
Q0130,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,553.742299998703,5221.62759999992,12.25671474541788,8054.76708984375,209.3203125,1
Q0130,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,9.99020000017481,144.38410000002477,4258.933199998864,15.027237337278985,6643.65966796875,60.50390625,3
Q0130,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,14.296299999841722,137.03820000046107,4815.921999999773,13.289251777749518,6643.65966796875,60.50390625,3
Q0130,B,50,predictor,False,True,True,True,True,True,True,13,74.0,25.055100000827224,0.0,127.77979999918898,4842.204799999308,13.217119606343198,6641.03955078125,60.15234375,3
Q0102,B,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,547.9781000012736,5146.670500000255,11.852322778385945,8054.04296875,209.14453125,1
Q0102,B,50,dense,False,True,True,True,True,True,True,13,74.0,0.0,9.54950000050303,130.42330000098445,4099.876499998572,15.610226308041787,6645.68408203125,60.6796875,3
Q0102,B,50,hybrid,False,True,True,True,True,True,True,13,74.0,0.0,14.12029999846709,135.5559000003268,4842.979400000331,13.215005622364535,6645.68408203125,60.6796875,3
Q0102,B,50,predictor,False,True,True,True,True,True,True,13,74.0,24.395000000367872,0.0,134.56899999982852,4491.597999998703,14.248826364251316,6637.3369140625,59.8359375,3
Q0249,C,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,548.9557000000787,5285.319799999343,12.109011833117073,8018.10791015625,205.59375,1
Q0249,C,50,dense,False,True,True,True,True,True,True,14,72.0,0.0,7.573999999294756,138.79959999940183,4129.765900001075,15.497246466193964,6652.64453125,61.453125,3
Q0249,C,50,hybrid,False,True,True,True,True,True,True,14,72.0,0.0,15.043199999126955,131.82899999992514,4588.987300001463,13.946432146364753,6652.64453125,61.453125,3
Q0249,C,50,predictor,False,True,True,True,True,True,True,14,72.0,22.708300000886084,0.0,133.45429999935732,4987.294099999417,12.431590910190607,6645.90283203125,60.6796875,3
Q0277,C,50,full,False,True,True,True,True,True,True,50,0.0,0.0,0.0,543.8632000004873,5484.650899999906,11.668928645941914,8026.5927734375,206.5078125,1
