question_id,category,mode,oom,exact_match,numeric_preservation,gold_recall,suffix_error,contradiction_accuracy,multi_fact_recall,kept_blocks,token_reduction_pct,selector_latency_ms,ttft_ms
Q0415,E,old_predictor,False,True,True,True,False,True,True,16,68.0,27.830499995616265,386.8215999973472
Q0415,E,new_predictor,False,True,True,True,False,True,True,5,90.0,28.309100001933984,178.89060000015888
Q0415,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.799299999140203,153.23679999710293
Q0478,E,old_predictor,False,False,False,True,True,False,True,16,68.0,22.99670000502374,413.03440000046976
Q0478,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.850900000776164,59.59370000346098
Q0478,E,hybrid,False,True,True,True,False,True,True,5,90.0,17.264200003410224,60.47679999755928
Q0473,E,old_predictor,False,True,True,True,False,True,True,13,74.0,23.121300000639167,127.51990000106161
Q0473,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.11520000512246,57.8451999972458
Q0473,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.923499998578336,74.5422999971197
Q0410,E,old_predictor,False,True,True,True,False,True,True,15,70.0,29.903199996624608,500.85939999553375
Q0410,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.335099994961638,164.42780000215862
Q0410,E,hybrid,False,True,True,True,False,True,True,5,90.0,24.859899996954482,66.03710000490537
Q0455,E,old_predictor,False,False,True,True,True,False,True,14,72.0,24.449900003673974,161.57789999851957
Q0455,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.922100001072977,63.21900000330061
Q0455,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.58320000488311,82.33779999864055
Q0456,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.435700000845827,144.28439999755938
Q0456,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.097199999028817,64.01609999738866
Q0456,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.68109999364242,59.257299995806534
Q0472,E,old_predictor,False,True,True,True,False,True,True,16,68.0,22.69450000312645,150.1944999981788
Q0472,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.392300005070865,55.575900005351286
Q0472,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.799699994502589,56.05739999737125
Q0445,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.54639999975916,136.21980000607437
Q0445,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.093399999197572,71.12920000508893
Q0445,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.605999996594619,65.57540000358131
Q0448,E,old_predictor,False,False,False,True,True,False,True,15,70.0,22.39689999987604,132.33100000070408
Q0448,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.932200001378078,54.998599996906705
Q0448,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.299100002564956,82.99679999618093
Q0492,E,old_predictor,False,False,False,True,True,False,True,15,70.0,25.824999996984843,520.7834999964689
Q0492,E,new_predictor,False,True,True,True,False,True,True,5,90.0,27.399499995226506,154.5503999950597
Q0492,E,hybrid,False,True,True,True,False,True,True,5,90.0,15.912399998342153,173.88560000108555
Q0476,E,old_predictor,False,True,True,True,False,True,True,14,72.0,24.378000001888722,280.8923999982653
Q0476,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.046200003591366,152.7843000003486
Q0476,E,hybrid,False,True,True,True,False,True,True,5,90.0,13.594600000942592,151.78210000158288
Q0437,E,old_predictor,False,True,True,True,False,True,True,15,70.0,31.464599996979814,490.8126000009361
Q0437,E,new_predictor,False,True,True,True,False,True,True,5,90.0,31.539700001303572,165.68420000112383
Q0437,E,hybrid,False,True,True,True,False,True,True,5,90.0,16.94080000015674,143.39029999973718
Q0430,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.73259999876609,491.31869999837363
Q0430,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.58330000040587,167.86300000239862
Q0430,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.948200004757382,177.43549999431707
Q0421,E,old_predictor,False,True,True,True,False,True,True,15,70.0,24.99579999857815,460.9178000027896
Q0421,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.83420000114711,169.9785000018892
Q0421,E,hybrid,False,True,True,True,False,True,True,5,90.0,13.510999997379258,176.49040000105742
Q0432,E,old_predictor,False,True,True,True,False,True,True,15,70.0,26.20980000210693,409.2640000017127
Q0432,E,new_predictor,False,True,True,True,False,True,True,5,90.0,27.375099998607766,160.3532000008272
Q0432,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.307099997997284,165.43320000346284
Q0496,E,old_predictor,False,True,True,True,False,True,True,16,68.0,23.622900000191294,471.88119999918854
Q0496,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.991799996816553,139.56809999945108
Q0496,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.726900000823662,172.6762000034796
Q0480,E,old_predictor,False,True,True,True,False,True,True,16,68.0,29.14510000118753,483.09470000094734
Q0480,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.48840000195196,140.730999999505
Q0480,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.517199997091666,141.0905000011553
Q0449,E,old_predictor,False,True,True,True,False,True,True,16,68.0,25.39719999913359,509.9352000033832
Q0449,E,new_predictor,False,True,True,True,False,True,True,5,90.0,25.4378000026918,147.15260000230046
Q0449,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.521799995738547,139.48600000003353
Q0483,E,old_predictor,False,False,False,True,True,False,True,14,72.0,24.58409999962896,401.7877000005683
Q0483,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.330399999395013,136.37679999374086
Q0483,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.880099995527416,171.34860000078334
Q0426,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.28760000091279,458.6487999986275
Q0426,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.094500000297558,169.96669999934966
Q0426,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.848200000007637,130.19879999774275
Q0487,E,old_predictor,False,True,True,True,False,True,True,14,72.0,27.3520999980974,355.3353999959654
Q0487,E,new_predictor,False,True,True,True,False,True,True,5,90.0,29.134999997040723,119.21419999998761
Q0487,E,hybrid,False,True,True,True,False,True,True,5,90.0,16.14759999938542,162.1893999981694
Q0433,E,old_predictor,False,True,True,True,False,True,True,16,68.0,24.253700001281686,412.7939000027254
Q0433,E,new_predictor,False,True,True,True,False,True,True,5,90.0,27.11020000424469,161.51540000282694
Q0433,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.544000004709233,154.61379999760538
Q0408,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.655900004087016,439.02360000356566
Q0408,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.43539999856148,122.41370000265306
Q0408,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.459099998523016,158.80960000504274
Q0447,E,old_predictor,False,True,True,True,False,True,True,14,72.0,23.96279999811668,376.61169999773847
Q0447,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.867600000812672,155.71649999765214
Q0447,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.626700001419522,154.29629999562167
Q0459,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.268600001756568,420.35480000049574
Q0459,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.845200001029298,153.90950000437442
Q0459,E,hybrid,False,True,True,True,False,True,True,5,90.0,17.772599996533245,135.7231000001775
Q0463,E,old_predictor,False,True,True,True,False,True,True,15,70.0,27.476000002934597,414.5254000031855
Q0463,E,new_predictor,False,False,False,True,True,False,True,5,90.0,29.46890000021085,128.73820000095293
Q0463,E,hybrid,False,False,False,True,True,False,True,5,90.0,12.886600001365878,150.5449000032968
Q0474,E,old_predictor,False,True,True,True,False,True,True,13,74.0,24.61100000073202,313.9549999978044
Q0474,E,new_predictor,False,True,True,True,False,True,True,5,90.0,26.95559999847319,111.58969999814872
Q0474,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.473199997155461,149.31040000374196
Q0444,E,old_predictor,False,True,True,True,False,True,True,12,76.0,25.07530000002589,328.1557000009343
Q0444,E,new_predictor,False,True,True,True,False,True,True,5,90.0,25.673600001027808,125.32220000139205
Q0444,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.225999999325722,163.04679999302607
Q0498,E,old_predictor,False,True,True,True,False,True,True,14,72.0,28.686300000117626,392.2917999952915
Q0498,E,new_predictor,False,True,True,True,False,True,True,5,90.0,28.186499999719672,166.6966999982833
Q0498,E,hybrid,False,True,True,True,False,True,True,5,90.0,16.742100000556093,141.72839999810094
Q0452,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.69660000113072,422.9916999975103
Q0452,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.842999995395076,157.87170000112383
Q0452,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.688599999819417,158.29849999863654
Q0485,E,old_predictor,False,True,True,True,False,True,True,17,65.99999999999999,28.674500004854053,531.6340999997919
Q0485,E,new_predictor,False,True,True,True,False,True,True,5,90.0,26.695699998526834,150.78799999901094
Q0485,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.631699995836243,169.23740000493126
Q0412,E,old_predictor,False,True,True,True,False,True,True,17,65.99999999999999,27.91620000061812,469.32419999939157
Q0412,E,new_predictor,False,True,True,True,False,True,True,5,90.0,28.606499996385537,163.49739999714075
Q0412,E,hybrid,False,True,True,True,False,True,True,5,90.0,11.823200002254453,172.292400005972
Q0436,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.531099999672733,526.7814000035287
Q0436,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.0913999985205,169.3444999982603
Q0436,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.428599999111611,149.1362000015215
Q0423,E,old_predictor,False,True,True,True,False,True,True,16,68.0,23.571800003992394,482.6147999992827
Q0423,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.510799997893628,173.55959999986226
Q0423,E,hybrid,False,True,True,True,False,True,True,5,90.0,13.107300001138356,179.67399999906775
Q0439,E,old_predictor,False,True,True,True,False,True,True,16,68.0,26.3215000013588,462.38910000101896
Q0439,E,new_predictor,False,True,True,True,False,True,True,5,90.0,27.113299998745788,161.31449999375036
Q0439,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.336299994785804,160.17989999818383
Q0440,E,old_predictor,False,False,False,True,True,False,True,14,72.0,26.814899996679742,413.3263999974588
Q0440,E,new_predictor,False,True,True,True,False,True,True,5,90.0,29.039000000921078,161.18550000101095
Q0440,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.138999998976942,173.36950000026263
Q0418,E,old_predictor,False,True,True,True,False,True,True,15,70.0,23.51510000153212,407.5059999959194
Q0418,E,new_predictor,False,False,False,True,True,False,True,5,90.0,23.186600003100466,142.3572999992757
Q0418,E,hybrid,False,False,False,True,True,False,True,5,90.0,12.699099999736063,140.97700000274926
Q0466,E,old_predictor,False,False,False,True,True,False,True,16,68.0,23.45190000050934,463.6864999993122
Q0466,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.812700000940822,151.45710000069812
Q0466,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.438099998689722,188.4887999985949
Q0461,E,old_predictor,False,True,True,True,False,True,True,16,68.0,24.841999998898245,353.66760000033537
Q0461,E,new_predictor,False,True,True,True,False,True,True,5,90.0,28.477500003646128,158.27600000193343
Q0461,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.172900002042297,161.6550999970059
Q0460,E,old_predictor,False,True,True,True,False,True,True,15,70.0,22.635200002696365,438.5554999971646
Q0460,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.78620000288356,163.53179999714484
Q0460,E,hybrid,False,True,True,True,False,True,True,5,90.0,16.474600000947248,159.0961999972933
Q0407,E,old_predictor,False,False,False,True,True,False,True,15,70.0,24.295000002894085,404.68430000328226
Q0407,E,new_predictor,False,False,False,True,True,False,True,5,90.0,23.910100004286505,145.7795000023907
Q0407,E,hybrid,False,False,False,True,True,False,True,5,90.0,13.421900002867915,160.66950000094948
Q0434,E,old_predictor,False,False,False,True,True,False,True,16,68.0,28.69470000587171,357.67910000140546
Q0434,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.745300000882708,145.95340000232682
Q0434,E,hybrid,False,True,True,True,False,True,True,5,90.0,15.018400001281407,123.30149999615969
Q0499,E,old_predictor,False,True,True,True,False,True,True,15,70.0,25.118199999269564,491.86509999708505
Q0499,E,new_predictor,False,True,True,True,False,True,True,5,90.0,26.25100000295788,151.4655999999377
Q0499,E,hybrid,False,True,True,True,False,True,True,5,90.0,15.084899998328183,134.42960000247695
Q0446,E,old_predictor,False,True,True,True,False,True,True,16,68.0,24.23090000229422,403.8691999958246
Q0446,E,new_predictor,False,True,True,True,False,True,True,5,90.0,26.366400001279544,133.03780000569532
Q0446,E,hybrid,False,True,True,True,False,True,True,5,90.0,12.328600001637824,151.64870000444353
Q0402,E,old_predictor,False,False,False,True,True,False,True,15,70.0,26.659399998607114,442.30139999854146
Q0402,E,new_predictor,False,True,True,True,False,True,True,5,90.0,26.329799999075476,147.40510000410723
Q0402,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.732499999809079,94.37109999998938
Q0451,E,old_predictor,False,True,True,True,False,True,True,14,72.0,27.386699999624398,410.7914999985951
Q0451,E,new_predictor,False,True,True,True,False,True,True,5,90.0,29.192200003308244,135.37060000089696
Q0451,E,hybrid,False,True,True,True,False,True,True,5,90.0,16.867099999217317,151.40429999883054
Q0416,E,old_predictor,False,True,True,True,False,True,True,14,72.0,23.772699998517055,279.347499999858
Q0416,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.729399996227585,149.77830000134418
Q0416,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.329500001622364,136.32920000236481
Q0438,E,old_predictor,False,True,True,True,False,True,True,15,70.0,24.04989999922691,431.99349999486003
Q0438,E,new_predictor,False,True,True,True,False,True,True,5,90.0,23.76150000054622,139.74600000074133
Q0438,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.546800004609395,160.15790000528796
Q0458,E,old_predictor,False,False,False,True,True,False,True,16,68.0,23.35789999779081,464.99719999701483
Q0458,E,new_predictor,False,True,True,True,False,True,True,5,90.0,22.591799999645445,131.9004999968456
Q0458,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.75390000268817,130.23599999723956
Q0468,E,old_predictor,False,True,True,True,False,True,True,14,72.0,28.758500004187226,309.4180999978562
Q0468,E,new_predictor,False,True,True,True,False,True,True,5,90.0,25.572400001692586,125.4555999985314
Q0468,E,hybrid,False,True,True,True,False,True,True,5,90.0,15.374900001916103,151.87150000565453
Q0422,E,old_predictor,False,True,True,True,False,True,True,14,72.0,25.819499998760875,403.7033999993582
Q0422,E,new_predictor,False,True,True,True,False,True,True,6,88.0,26.171099998464342,138.9673000012408
Q0422,E,hybrid,False,True,True,True,False,True,True,6,88.0,11.865999993460719,164.09769999881973
Q0462,E,old_predictor,False,True,True,True,False,True,True,15,70.0,26.044300000648946,298.0104000016581
Q0462,E,new_predictor,False,True,True,True,False,True,True,5,90.0,24.925900004745927,124.56489999749465
Q0462,E,hybrid,False,True,True,True,False,True,True,5,90.0,14.472399998339824,153.9206000015838
Q0257,C,old_predictor,False,True,True,True,False,True,True,14,72.0,29.276799999934155,386.84830000420334
Q0257,C,new_predictor,False,True,True,True,False,True,True,4,92.0,29.590899997856468,180.72989999927813
Q0257,C,hybrid,False,True,True,True,False,True,True,4,92.0,16.20299999922281,181.70950000057928
Q0226,C,old_predictor,False,True,True,True,False,True,True,14,72.0,24.31849999993574,496.729200000118
Q0226,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.178700004995335,155.89539999928093
Q0226,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.744899999233894,184.8664999997709
Q0205,C,old_predictor,False,True,True,True,False,True,True,14,72.0,22.96609999757493,468.5117999979411
Q0205,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.26179999363376,180.1560000021709
Q0205,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.556300003780052,187.63749999925494
Q0213,C,old_predictor,False,True,True,True,False,True,True,13,74.0,25.912599994626362,361.39290000573965
Q0213,C,new_predictor,False,True,True,True,False,True,True,4,92.0,25.098400001297705,152.5376999998116
Q0213,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.889999994717073,182.5200999955996
Q0261,C,old_predictor,False,True,True,True,False,True,True,15,70.0,28.575399999681395,365.1250999973854
Q0261,C,new_predictor,False,True,True,True,False,True,True,4,92.0,26.654399996914435,195.67730000562733
Q0261,C,hybrid,False,True,True,True,False,True,True,4,92.0,17.77579999907175,182.01630000112345
Q0224,C,old_predictor,False,True,True,True,False,True,True,14,72.0,24.01549999922281,530.1334999967366
Q0224,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.102199997287244,158.7236000050325
Q0224,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.327100004767999,203.31910000095377
Q0222,C,old_predictor,False,True,True,True,False,True,True,14,72.0,25.68040000187466,463.2982999974047
Q0222,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.47070000541862,163.24200000235578
Q0222,C,hybrid,False,True,True,True,False,True,True,4,92.0,14.073199999984354,166.53660000156378
Q0238,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.479800001950935,474.14669999852777
Q0238,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.257200002262834,174.41130000224803
Q0238,C,hybrid,False,True,True,True,False,True,True,4,92.0,16.41899999958696,172.87650000071153
Q0225,C,old_predictor,False,True,True,True,False,True,True,13,74.0,29.515099995478522,467.86710000014864
Q0225,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.64969999709865,180.3760000038892
Q0225,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.288199999602512,176.88759999873582
Q0252,C,old_predictor,False,True,True,True,False,True,True,16,68.0,23.941000006743707,561.8224999998347
Q0252,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.962900002719834,167.65010000381153
Q0252,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.96849999926053,169.0840999945067
Q0285,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.72789999935776,476.1246000052779
Q0285,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.193900000478607,154.40659999876516
Q0285,C,hybrid,False,True,True,True,False,True,True,4,92.0,14.280899995355867,166.31690000212984
Q0267,C,old_predictor,False,True,True,True,False,True,True,14,72.0,28.248599999642465,479.82349999801954
Q0267,C,new_predictor,False,True,True,True,False,True,True,4,92.0,26.204100002360065,196.49890000437154
Q0267,C,hybrid,False,True,True,True,False,True,True,4,92.0,16.21710000472376,171.5946999975131
Q0279,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.591999997734092,508.8015000001178
Q0279,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.76920000097016,158.70150000409922
Q0279,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.611599999421742,154.48750000359723
Q0244,C,old_predictor,False,True,True,True,False,True,True,13,74.0,29.727000001003034,483.4077000050456
Q0244,C,new_predictor,False,True,True,True,False,True,True,4,92.0,30.89180000097258,178.3660000000964
Q0244,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.69079999474343,193.1793000039761
Q0242,C,old_predictor,False,True,True,True,False,True,True,14,72.0,28.609699998924043,366.6347000034875
Q0242,C,new_predictor,False,True,True,True,False,True,True,4,92.0,26.134699997783173,134.44190000154776
Q0242,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.15070000034757,165.92709999531507
Q0204,C,old_predictor,False,True,True,True,False,True,True,15,70.0,24.732400001084898,419.9869000003673
Q0204,C,new_predictor,False,True,True,True,False,True,True,4,92.0,25.071300005947705,164.27719999774126
Q0204,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.942699995823205,179.9892999988515
Q0269,C,old_predictor,False,True,True,True,False,True,True,14,72.0,25.400200000149198,314.1756999975769
Q0269,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.072300002444535,115.04360000253655
Q0269,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.411899995640852,153.73420000105398
Q0277,C,old_predictor,False,True,True,True,False,True,True,14,72.0,30.298799996671733,343.69409999635536
Q0277,C,new_predictor,False,True,True,True,False,True,True,4,92.0,34.70070000184933,172.51389999728417
Q0277,C,hybrid,False,True,True,True,False,True,True,4,92.0,15.763100003823638,172.82369999884395
Q0230,C,old_predictor,False,True,True,True,False,True,True,14,72.0,26.302999998733867,534.5416999989538
Q0230,C,new_predictor,False,True,True,True,False,True,True,4,92.0,26.507099995797034,179.3522000007215
Q0230,C,hybrid,False,True,True,True,False,True,True,4,92.0,16.25420000345912,172.29930000030436
Q0202,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.685799998929724,381.880100001581
Q0202,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.792499996488914,149.4486000010511
Q0202,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.780900000710972,147.8906000047573
Q0247,C,old_predictor,False,True,True,True,False,True,True,14,72.0,28.76249999826541,464.3179999984568
Q0247,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.80950000224402,146.4782000039122
Q0247,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.483999998949002,161.22989999712445
Q0294,C,old_predictor,False,True,True,True,False,True,True,13,74.0,31.586700002662838,451.63899999897694
Q0294,C,new_predictor,False,True,True,True,False,True,True,4,92.0,28.134900006989483,163.00439999758964
Q0294,C,hybrid,False,True,True,True,False,True,True,4,92.0,15.256300001055934,185.32609999965644
Q0201,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.194399997009896,407.38929999497486
Q0201,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.542100003396627,196.88889999815729
Q0201,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.624599999981001,155.12199999648146
Q0253,C,old_predictor,False,True,True,True,False,True,True,14,72.0,26.531399998930283,400.1410999990185
Q0253,C,new_predictor,False,True,True,True,False,True,True,4,92.0,33.83870000106981,171.65139999997336
Q0253,C,hybrid,False,True,True,True,False,True,True,4,92.0,19.02200000040466,154.64829999837093
Q0284,C,old_predictor,False,True,True,True,False,True,True,15,70.0,24.9790000016219,434.07509999815375
Q0284,C,new_predictor,False,True,True,True,False,True,True,4,92.0,24.43160000257194,192.42279999889433
Q0284,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.732399995205924,160.76159999647643
Q0296,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.83220000047004,410.9820000012405
Q0296,C,new_predictor,False,True,True,True,False,True,True,4,92.0,27.71740000025602,184.5991000009235
Q0296,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.27630000357749,169.6931999977096
Q0203,C,old_predictor,False,True,True,True,False,True,True,14,72.0,21.91529999981867,481.28909999650205
Q0203,C,new_predictor,False,True,True,True,False,True,True,4,92.0,21.892400000069756,140.6328000011854
Q0203,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.461400001484435,175.8992999966722
Q0286,C,old_predictor,False,True,True,True,False,True,True,14,72.0,23.947000001498964,499.71329999971204
Q0286,C,new_predictor,False,True,True,True,False,True,True,4,92.0,23.210400002426468,163.7808999948902
Q0286,C,hybrid,False,True,True,True,False,True,True,4,92.0,13.827700000547338,131.84130000445293
Q0215,C,old_predictor,False,True,True,True,False,True,True,14,72.0,24.823100000503473,436.548199999379
Q0215,C,new_predictor,False,True,True,True,False,True,True,4,92.0,25.458999996772036,166.41510000044946
Q0215,C,hybrid,False,True,True,True,False,True,True,4,92.0,14.359100001456682,178.78840000048513
Q0236,C,old_predictor,False,True,True,True,False,True,True,14,72.0,22.340999996231403,410.9985999966739
Q0236,C,new_predictor,False,True,True,True,False,True,True,4,92.0,22.030399995855987,113.88040000019828
Q0236,C,hybrid,False,True,True,True,False,True,True,4,92.0,12.447599998267833,152.5945999965188
Q0349,D,old_predictor,False,False,False,True,False,False,True,14,72.0,22.165100002894178,502.67539999913424
Q0349,D,new_predictor,False,True,True,True,False,True,True,4,92.0,22.574700000404846,215.06339999905322
Q0349,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.546000005386304,200.4287000017939
Q0377,D,old_predictor,False,False,False,True,False,False,True,13,74.0,22.778799997468013,308.84940000396455
Q0377,D,new_predictor,False,False,True,True,False,False,True,4,92.0,22.841899997729342,178.14460000226973
Q0377,D,hybrid,False,True,True,True,False,True,True,4,92.0,12.063299996952992,194.48600000032457
Q0347,D,old_predictor,False,False,False,True,False,False,True,13,74.0,22.82779999950435,454.2963999992935
Q0347,D,new_predictor,False,True,True,True,False,True,True,4,92.0,21.969900000840425,199.9920000016573
Q0347,D,hybrid,False,True,True,True,False,True,True,4,92.0,14.22160000220174,62.145000003511086
Q0319,D,old_predictor,False,False,False,True,False,False,True,13,74.0,28.522599997813813,490.90009999781614
Q0319,D,new_predictor,False,False,True,True,False,False,True,4,92.0,26.337700001022313,187.5279000014416
Q0319,D,hybrid,False,True,True,True,False,True,True,4,92.0,16.168800000741612,173.65289999725064
Q0348,D,old_predictor,False,False,False,True,False,False,True,14,72.0,26.085600002261344,507.8549999961979
Q0348,D,new_predictor,False,True,True,True,False,True,True,4,92.0,25.484999998298008,165.89420000673272
