question_id,category,mode,expected,answer,exact_match,numeric_preservation,gold_recall,kept_blocks,input_tokens,ttft_ms,oracle_exact_match
Q0411,E,hybrid,08 May 2027,"According to the context, the active delivery date for Project LUNA-411 was 08 May 2027.",false,true,true,15,1460,1731.87,false
Q0412,E,predictor,12 May 2027,"According to the information provided, Project METEOR-412-A has an active delivery date of 12 May 2027.",false,true,true,16,1561,1828.97,true
Q0412,E,random,12 May 2027,"I'm sorry, but I don't have enough information to determine the specific project or milestone you're referring to as ""Project METEOR-412."" Without more details about which project this refers to within the context of your question, it's not possible to provide an accurate answer. Could you please clarify which",false,false,false,16,1910,4404.15,true
Q0412,E,dense,12 May 2027,"Based on the information provided in the context, Project METEOR-412 has an active delivery date of 12 May 2027. This can be seen in the factoid about Project METEOR-412-A, where it states that the ""Project"" is ""Fact ID",false,true,true,16,1572,4276.78,true
Q0412,E,hybrid,12 May 2027,The active delivery date for Project METEOR-412 is 12 May 2027.,true,true,true,16,1572,1745.05,true
Q0413,E,predictor,01 October 2027,"According to the context, the active delivery date for Project NEXUS-413 is 09 January 2027.",false,false,true,15,1444,1880.62,false
Q0413,E,random,01 October 2027,"To determine the active delivery date for Project NEXUS-413, I'll need to follow these steps:

1. Identify the project number (NEXUS-413) in the context of the given document.
2. Locate the relevant information about the project's status or deliverables.
3.",false,false,false,15,1791,3409.32,false
Q0413,E,dense,01 October 2027,"According to the information provided, Project NEXUS-413 has an active delivery date of 09 January 2027.",false,false,true,15,1462,1779.30,false
Q0413,E,hybrid,01 October 2027,"According to the information provided, Project NEXUS-413 has an active delivery date of 09 January 2027.",false,false,true,15,1462,1767.15,false
Q0414,E,predictor,06 January 2027,The active delivery date for Project ORION-414 is 06 January 2027.,true,true,true,14,1319,1368.65,true
Q0414,E,random,06 January 2027,The active delivery date for Project ORION-414 is 08 August 2027.,false,false,false,14,1541,1515.58,true
Q0414,E,dense,06 January 2027,The active delivery date for Project ORION-414 is 06 January 2027.,true,true,true,14,1326,1726.36,true
Q0414,E,hybrid,06 January 2027,The active delivery date for Project ORION-414 is 06 January 2027.,true,true,true,14,1326,1708.24,true
Q0415,E,predictor,02 May 2027,The active delivery date for Project PHOENIX-415 is 16 August 2027.,false,false,true,16,1570,1710.03,false
Q0415,E,random,02 May 2027,The active delivery date for Project PHOENIX-415-A is 12 April 2027.,false,false,false,16,1852,1816.20,false
Q0415,E,dense,02 May 2027,"According to the context, Project PHOENIX-415 has an active delivery date of 16 August 2027.",false,false,true,16,1583,1916.15,false
Q0415,E,hybrid,02 May 2027,The active delivery date for Project PHOENIX-415 is 12 April 2027.,false,false,true,16,1583,1559.12,false
Q0416,E,predictor,01 January 2027,The active delivery date for Project QUASAR-416 is 01 January 2027.,true,true,true,15,1444,1370.08,false
Q0416,E,random,01 January 2027,The active delivery date for Project QUASAR-416 is 13 May 2027.,false,false,false,15,1731,1430.08,false
Q0416,E,dense,01 January 2027,"According to the information provided, Project QUASAR-416 has an active delivery date of 01 January 2027.",false,true,true,15,1458,1672.85,false
Q0416,E,hybrid,01 January 2027,The active delivery date for Project QUASAR-416 is 18 March 2027.,false,false,true,15,1458,1407.73,false
Q0417,E,predictor,23 March 2027,The active delivery date for Project RADAR-417 is 23 March 2027.,true,true,true,16,1555,1396.38,true
Q0417,E,random,23 March 2027,"According to the information provided, Project RADAR-417-Legacy has an active delivery date of 05 February 2027.",false,false,false,16,1846,1937.12,true
Q0417,E,dense,23 March 2027,"Based on the information provided, the active delivery date for Project RADAR-417 is 23 March 2027. This can be seen in the first row of the DOC_0004 document, where it states ""The Engineering department is optimizing its framework strategies to achieve better standardization",false,true,true,16,1561,4400.89,true
Q0417,E,hybrid,23 March 2027,The active delivery date for Project RADAR-417 is 15 December 2027.,false,false,true,16,1561,1725.40,true
Q0418,E,predictor,07 January 2027,"Based on the information provided in the given context, the active delivery date for Project SIRIUS-418 is 23 November 2027.",false,false,true,14,1340,2372.65,false
Q0418,E,random,07 January 2027,The active delivery date for Project SIRIUS-418 is 02 August 2027.,false,false,false,14,1611,1783.59,false
Q0418,E,dense,07 January 2027,"Based on the information provided in the context, Project SIRIUS-418 has an active delivery date of 23 November 2027.",false,false,true,14,1349,2150.50,false
Q0418,E,hybrid,07 January 2027,"Based on the given context, Project SIRIUS-418 has an active delivery date of 23 November 2027.",false,false,true,14,1349,1876.14,false
Q0419,E,predictor,21 March 2027,"According to the context, the active delivery date for Project TITAN-419 was 28 June 2027.",false,false,true,17,1670,1888.09,false
Q0419,E,random,21 March 2027,"According to the information provided, Project TITAN-419 is currently in an ""ACTIVE"" status as of the latest update. The active delivery date listed with the project ID F-0419 is 21 March 2027.",false,true,true,17,1953,3114.92,false
Q0419,E,dense,21 March 2027,The active delivery date for Project TITAN-419 was 04 January 2027.,false,false,true,17,1685,1594.41,false
Q0419,E,hybrid,21 March 2027,The active delivery date for Project TITAN-419 was 21 March 2027.,true,true,true,17,1685,2225.08,false
Q0420,E,predictor,27 July 2027,"According to the information provided, Project URANUS-420 has an active delivery date of 27 July 2027.",false,true,true,17,1680,2558.98,false
Q0420,E,random,27 July 2027,"I apologize, but I do not have enough context or information to determine the exact date of Project URANUS-420's active delivery date. Without additional details about the project timeline or any specific milestones or deadlines mentioned in the given context, it would be challenging to provide an accurate answer. Could you please provide",false,false,false,17,2029,4367.55,false
Q0420,E,dense,27 July 2027,"The active delivery date for Project URANUS-420 was 02 August 2027, as stated in the given context.",false,false,true,17,1711,2158.14,false
Q0420,E,hybrid,27 July 2027,"According to the given context, Project URANUS-420 has an active delivery date of 02 August 2027.",false,false,true,17,1711,1930.25,false
Q0421,E,predictor,05 November 2027,"Based on the information provided in the context, the active delivery date for Project VEGA-421 is 10 April 2027. This can be seen in the last sentence of the second document (DOC_0012), which states ""Fact ID: F-0421",false,false,true,15,1445,3691.32,false
Q0421,E,random,05 November 2027,"According to the context, Project VEGA-421 has an active delivery date of 05 November 2027.",true,true,true,15,1645,1729.03,false
Q0421,E,dense,05 November 2027,The active delivery date for Project VEGA-421 is 10 April 2027.,false,false,true,15,1446,1303.03,false
Q0421,E,hybrid,05 November 2027,"According to the context, Project VEGA-421 has an active delivery date of 08 January 2027.",false,false,true,15,1446,1655.70,false
Q0422,E,predictor,07 March 2027,"According to the given context, Project WARP-422 has an active delivery date of 10 January 2027.",false,false,true,16,1554,2223.58,false
Q0422,E,random,07 March 2027,"According to the context, Project WARP-422 has an active delivery date of 10 January 2027.",false,false,true,16,1699,2338.88,false
Q0422,E,dense,07 March 2027,The active delivery date for Project WARP-422 is 03 September 2027.,false,false,true,16,1567,1604.86,false
Q0422,E,hybrid,07 March 2027,The active delivery date for Project WARP-422 is 03 September 2027.,false,false,true,16,1567,1546.72,false
Q0423,E,predictor,28 February 2027,"According to the information provided, Project XENON-423 has an active delivery date of 28 February 2027.",false,true,true,16,1567,1969.73,true
Q0423,E,random,28 February 2027,"According to the provided context, Project XENON-423 has an active delivery date of October 17, 2022.",false,false,false,16,1906,2181.96,true
Q0423,E,dense,28 February 2027,The active delivery date for Project XENON-423 is 28 February 2027.,true,true,true,16,1578,1671.49,true
Q0423,E,hybrid,28 February 2027,"According to the information provided, Project XENON-423 has an active delivery date of 28 February 2027.",false,true,true,16,1578,1866.58,true
Q0424,E,predictor,16 September 2027,The active delivery date for Project ZENITH-424 is 27 June 2027.,false,false,true,15,1442,1489.09,false
Q0424,E,random,16 September 2027,The active delivery date for Project ZENITH-424 was 12 January 2027.,false,false,false,15,1724,1515.73,false
Q0424,E,dense,16 September 2027,The active delivery date for Project ZENITH-424 is 27 June 2027.,false,false,true,15,1462,1444.80,false
Q0424,E,hybrid,16 September 2027,"The active delivery date for Project ZENITH-424-A is 27 June 2027, as indicated in the first fact line under the ""Fact"" section of the DOC_0000 document.",false,false,true,15,1462,3997.11,false
Q0425,E,predictor,27 May 2027,The active delivery date for Project APEX-425 was 20 September 2027.,false,false,true,16,1565,2037.78,false
Q0425,E,random,27 May 2027,"According to the information provided, Project APEX-425-A has an active delivery date of 20 September 2027.",false,false,false,16,1778,2004.96,false
Q0425,E,dense,27 May 2027,"Based on the information provided, the active delivery date for Project APEX-425 was 03 May 2027.",false,false,true,16,1574,2085.99,false
Q0425,E,hybrid,27 May 2027,The active delivery date for Project APEX-425 is 03 May 2027.,false,false,true,16,1574,1678.22,false
Q0426,E,predictor,04 March 2027,"Based on the information provided in the given context, Project BEACON-426 has an active delivery date of 16 May 2027. This is explicitly stated in the last sentence of the relevant section:

""Fact ID: F-0426-D Project: BEACON-",false,false,true,15,1444,3705.85,false
Q0426,E,random,04 March 2027,"I apologize, but there appears to be an error in your request. The context you've provided does not contain any information about a project or its deliverables. If you have additional details or specific questions related to this topic, please feel free to ask them, and I'll do my best to assist you. Otherwise,",false,false,false,15,1799,3764.28,false
Q0426,E,dense,04 March 2027,The active delivery date for Project BEACON-426 is 16 May 2027.,false,false,true,15,1458,1434.55,false
Q0426,E,hybrid,04 March 2027,"Based on the given context, the active delivery date for Project BEACON-426 is 16 May 2027.",false,false,true,15,1458,2116.25,false
Q0427,E,predictor,03 October 2027,"According to the context, the active delivery date for Project CHRONOS-427 is 20 April 2027.",false,false,true,15,1446,2410.23,true
Q0427,E,random,03 October 2027,The active delivery date for Project CHRONOS-427 is 03 October 2027.,true,true,true,15,1659,1862.33,true
Q0427,E,dense,03 October 2027,The active delivery date for Project CHRONOS-427 is 03 October 2027.,true,true,true,15,1466,1790.46,true
Q0427,E,hybrid,03 October 2027,"According to the context, Project CHRONOS-427 has an active delivery date of 03 October 2027.",true,true,true,15,1466,1811.73,true
Q0428,E,predictor,26 March 2027,The active delivery date for Project DAWN-428 is 04 April 2027.,false,false,true,16,1557,1621.61,false
Q0428,E,random,26 March 2027,The active delivery date for Project DAWN-428-A is 02 February 2027.,false,false,false,16,1845,1577.44,false
Q0428,E,dense,26 March 2027,"Based on the information provided in the context, the active delivery date for Project DAWN-428 is 04 April 2027.",false,false,true,16,1573,1932.13,false
Q0428,E,hybrid,26 March 2027,"The active delivery date for Project DAWN-428 was 26 March 2027, as stated in the last document with that ID: DOC_0033.",false,true,true,16,1573,2296.82,false
Q0429,E,predictor,01 June 2027,"According to the given context, Project ECLIPSE-429 has an active delivery date of 09 December 2027.",false,false,true,16,1561,1879.53,false
Q0429,E,random,01 June 2027,"According to the information provided, Project ECLIPSE-429 has an active delivery date of 20 November 2027.",false,false,false,16,1718,1717.04,false
Q0429,E,dense,01 June 2027,The active delivery date for Project ECLIPSE-429 is 01 June 2027.,true,true,true,16,1581,1835.52,false
Q0429,E,hybrid,01 June 2027,The active delivery date for Project ECLIPSE-429 is 18 October 2027.,false,false,true,16,1581,1861.26,false
Q0430,E,predictor,04 December 2027,"According to the given context, the active delivery date for Project FALCON-430 is 15 December 2027.",false,false,true,15,1449,2113.37,false
Q0430,E,random,04 December 2027,The active delivery date for Project FALCON-430-A is 16 June 2027.,false,false,false,15,1734,1733.54,false
Q0430,E,dense,04 December 2027,"Based on the information provided, Project FALCON-430 has an active delivery date of 15 December 2027.",false,false,true,15,1468,1923.85,false
Q0430,E,hybrid,04 December 2027,"Based on the information provided, the active delivery date for Project FALCON-430 is 15 December 2027.",false,false,true,15,1468,1861.69,false
Q0431,E,predictor,05 June 2027,"According to the context, Project GENESIS-431-Legacy has an active delivery date of 06 January 2027.",false,false,true,15,1428,1930.99,false
Q0431,E,random,05 June 2027,The active delivery date for Project GENESIS-431-A was 17 August 2027.,false,false,false,15,1723,1436.45,false
Q0431,E,dense,05 June 2027,"According to the information provided, the active delivery date for Project GENESIS-431-Legacy is 06 January 2027.",false,false,true,15,1456,1745.43,false
Q0431,E,hybrid,05 June 2027,"Based on the information provided in the context, Project GENESIS-431 has an active delivery date of 05 June 2027.",false,true,true,15,1456,1737.00,false
Q0432,E,predictor,23 November 2027,"Based on the information provided in the context, the active delivery date for Project HELIOS-432 is 25 March 2027.",false,false,true,15,1438,1768.96,false
Q0432,E,random,23 November 2027,The active delivery date for Project HELIOS-432 is 25 March 2027.,false,false,true,15,1444,1300.35,false
Q0432,E,dense,23 November 2027,The active delivery date for Project HELIOS-432 is 25 March 2027.,false,false,true,15,1442,2039.97,false
Q0432,E,hybrid,23 November 2027,"Based on the information provided, the active delivery date for Project HELIOS-432 is 25 March 2027.",false,false,true,15,1442,2308.11,false
Q0433,E,predictor,04 May 2027,The active delivery date for Project IRIS-433 is 03 December 2027.,false,false,true,16,1556,2042.96,false
Q0433,E,random,04 May 2027,The active delivery date for Project IRIS-433 is 10 November 2027.,false,false,false,16,1780,1626.71,false
Q0433,E,dense,04 May 2027,"Based on the information provided in the context, the active delivery date for Project IRIS-433 is:

03 December 2027",false,false,true,16,1573,2051.94,false
Q0433,E,hybrid,04 May 2027,The active delivery date for Project IRIS-433 was 03 December 2027.,false,false,true,16,1573,1548.16,false
Q0434,E,predictor,13 April 2027,"According to the given context, the active delivery date for Project JUPITER-434 is 12 October 2027.",false,false,true,16,1563,1838.72,false
Q0434,E,random,13 April 2027,The active delivery date for Project JUPITER-434 was 09 April 2027.,false,false,false,16,1843,1585.37,false
Q0434,E,dense,13 April 2027,"The active delivery date for Project JUPITER-434 is 13 April 2027, which is listed in the second entry of the DOC_0005 document.",false,true,true,16,1569,2352.72,false
Q0434,E,hybrid,13 April 2027,The active delivery date for Project JUPITER-434 was 12 October 2027.,false,false,true,16,1569,1389.66,false
Q0435,E,predictor,19 June 2027,The active delivery date for Project KRONOS-435 is 19 February 2027.,false,true,true,14,1329,1346.97,false
Q0435,E,random,19 June 2027,The active delivery date for Project KRONOS-435 is 19 February 2027.,false,true,false,14,1481,1567.62,false
Q0435,E,dense,19 June 2027,The active delivery date for Project KRONOS-435 is 19 February 2027.,false,true,true,14,1346,1651.05,false
Q0435,E,hybrid,19 June 2027,"According to the context, Project KRONOS-435 has an active delivery date of 19 February 2027.",false,true,true,14,1346,2248.26,false
Q0436,E,predictor,22 May 2027,The active delivery date for Project LUNA-436 is 22 May 2027.,true,true,true,14,1334,1878.39,true
Q0436,E,random,22 May 2027,The active delivery date for Project LUNA-436 was 11 April 2027.,false,false,false,14,1547,1482.98,true
Q0436,E,dense,22 May 2027,"Based on the information provided, the active delivery date for Project LUNA-436 is 22 May 2027.",false,true,true,14,1347,1809.31,true
Q0436,E,hybrid,22 May 2027,The active delivery date for Project LUNA-436 is 22 May 2027.,true,true,true,14,1347,1554.83,true
Q0437,E,predictor,07 February 2027,"According to the context, Project METEOR-437 has an active delivery date of 06 November 2027.",false,false,true,15,1449,1834.45,false
Q0437,E,random,07 February 2027,"I'm sorry, but I cannot provide an answer to your question without more context or information about which project you're referring to. Could you please provide me with the name of the project or the relevant document (like a contract) that contains this information?",false,false,false,15,1782,2987.34,false
Q0437,E,dense,07 February 2027,"According to the given information, Project METEOR-437 has an active delivery date of 06 November 2027.",false,false,true,15,1459,1689.16,false
Q0437,E,hybrid,07 February 2027,The active delivery date for Project METEOR-437 is 06 November 2027.,false,false,true,15,1459,1404.88,false
Q0438,E,predictor,05 November 2027,The active delivery date for Project NEXUS-438 is 26 January 2027.,false,false,true,15,1442,1458.61,false
Q0438,E,random,05 November 2027,The active delivery date for Project NEXUS-438 is 02 June 2027.,false,false,true,15,1656,1848.55,false
Q0438,E,dense,05 November 2027,"Based on the information provided, Project NEXUS-438 has an active delivery date of 02 June 2027.",false,false,true,15,1478,2165.18,false
Q0438,E,hybrid,05 November 2027,The active delivery date for Project NEXUS-438 is 02 June 2027.,false,false,true,15,1478,2234.77,false
Q0439,E,predictor,10 January 2027,"According to the given context, Project ORION-439 has an active delivery date of 24 November 2027.",false,false,true,16,1562,1936.11,true
Q0439,E,random,10 January 2027,The active delivery date for Project ORION-439 was 17 October 2027.,false,false,true,16,1695,1612.15,true
Q0439,E,dense,10 January 2027,"According to the given information, Project ORION-439 has an active delivery date of 10 January 2027.",false,true,true,16,1567,1970.67,true
Q0439,E,hybrid,10 January 2027,The active delivery date for Project ORION-439 is 10 January 2027.,true,true,true,16,1567,1481.82,true
Q0440,E,predictor,01 December 2027,"According to the context, Project PHOENIX-440 has an active delivery date of 10 December 2027.",false,false,true,15,1452,1763.93,false
Q0440,E,random,01 December 2027,The active delivery date for Project PHOENIX-440-Legacy is 28 February 2027.,false,false,false,15,1737,1678.04,false
Q0440,E,dense,01 December 2027,The active delivery date for Project PHOENIX-440 is 04 July 2027.,false,false,true,15,1465,1359.78,false
Q0440,E,hybrid,01 December 2027,"Based on the information provided in the context, the active delivery date for Project PHOENIX-440 is 11 September 2027.",false,false,true,15,1465,1980.90,false
Q0441,E,predictor,04 September 2027,"According to the context, Project QUASAR-441 has an active delivery date of 04 September 2027.",true,true,true,15,1441,1943.92,false
Q0441,E,random,04 September 2027,The active delivery date for Project QUASAR-441 is 04 September 2027.,true,true,true,15,1588,2019.64,false
Q0441,E,dense,04 September 2027,"According to the given context, the active delivery date for Project QUASAR-441 is 04 September 2027.",true,true,true,15,1451,2464.82,false
Q0441,E,hybrid,04 September 2027,"According to the information provided, the active delivery date for Project QUASAR-441 is 04 September 2027.",true,true,true,15,1451,2241.46,false
Q0442,E,predictor,07 November 2027,"According to the given context, Project RADAR-442 has an Active Delivery Date of 20 November 2027.",false,false,true,16,1559,1938.53,false
Q0442,E,random,07 November 2027,"According to the context, Project RADAR-442 has an Active Delivery Date of 20 November 2027.",false,false,false,16,1769,1834.50,false
Q0442,E,dense,07 November 2027,"Based on the information provided, the active delivery date for Project RADAR-442 is 07 May 2027.",false,true,true,16,1566,1724.50,false
Q0442,E,hybrid,07 November 2027,The active delivery date for Project RADAR-442 is 07 May 2027.,false,true,true,16,1566,1446.23,false
Q0443,E,predictor,08 May 2027,"Based on the information provided, the active delivery date for Project SIRIUS-443 is 22 March 2027.",false,false,true,15,1448,1734.37,false
Q0443,E,random,08 May 2027,The active delivery date for Project SIRIUS-443 was 03 June 2027.,false,false,true,15,1597,1497.61,false
Q0443,E,dense,08 May 2027,"Based on the information provided, the active delivery date for Project SIRIUS-443 is 03 June 2027.",false,false,true,15,1467,1672.41,false
Q0443,E,hybrid,08 May 2027,The active delivery date for Project SIRIUS-443 is 03 June 2027.,false,false,true,15,1467,1520.60,false
Q0444,E,predictor,24 December 2027,"Based on the information provided in the context, the active delivery date for Project TITAN-444 (FACT_ID: F-0444-D) is 24 December 2027.",false,true,true,13,1220,3162.63,false
Q0444,E,random,24 December 2027,The active delivery date for Project TITAN-444 is 09 August 2027.,false,false,false,13,1421,2251.60,false
Q0444,E,dense,24 December 2027,"Based on the information provided in the given text, the active delivery date for Project TITAN-444 is 09 August 2027.",false,false,true,13,1227,2193.20,false
Q0444,E,hybrid,24 December 2027,The active delivery date for Project TITAN-444 is 09 August 2027.,false,false,true,13,1227,1532.08,false
Q0445,E,predictor,12 December 2027,"According to the context, the active delivery date for Project URANUS-445 is 12 December 2027.",true,true,true,16,1555,1812.66,true
Q0445,E,random,12 December 2027,The active delivery date for Project URANUS-445-B was 11 November 2027.,false,false,false,16,1848,1596.52,true
Q0445,E,dense,12 December 2027,"According to the information provided, Project URANUS-445 has an active delivery date of 12 December 2027.",false,true,true,16,1564,2230.73,true
Q0445,E,hybrid,12 December 2027,"According to the given context, Project URANUS-445 has an active delivery date of 12 December 2027.",true,true,true,16,1564,1972.29,true
Q0446,E,predictor,15 July 2027,"According to the given context, Project VEGA-446 has an active delivery date of 15 July 2027.",false,true,true,16,1549,1777.93,true
Q0446,E,random,15 July 2027,The active delivery date for Project VEGA-446 is 15 July 2027.,true,true,true,16,1771,1441.08,true
Q0446,E,dense,15 July 2027,"According to the given context, the active delivery date for Project VEGA-446 is 15 July 2027.",false,true,true,16,1566,1681.91,true
Q0446,E,hybrid,15 July 2027,"According to the given context, Project VEGA-446 has an active delivery date of 15 July 2027.",false,true,true,16,1566,2142.45,true
Q0447,E,predictor,21 November 2027,"According to the information provided, Project WARP-447-A has an active delivery date of 16 July 2027.",false,false,true,15,1441,2493.55,true
Q0447,E,random,21 November 2027,"According to the given information, Project WARP-447 is Active Delivery Date (AD) of 04 March 2027.",false,false,false,15,1727,2392.86,true
Q0447,E,dense,21 November 2027,"According to the context provided, Project WARP-447 has an active delivery date of 27 March 2027.",false,false,true,15,1454,1871.95,true
Q0447,E,hybrid,21 November 2027,"The active delivery date for Project WARP-447-A (the first DOC_0002 entry) was 16 July 2027, which is the last update in this list of projects.",false,false,true,15,1454,2806.64,true
Q0448,E,predictor,14 September 2027,"According to the information provided, Project XENON-448 has an active delivery date of 14 September 2027.",true,true,true,16,1558,1893.07,true
Q0448,E,random,14 September 2027,The active delivery date for Project XENON-448 was 03 January 2027.,false,false,false,16,1835,1573.73,true
Q0448,E,dense,14 September 2027,The active delivery date for Project XENON-448 is 17 August 2027.,false,false,true,16,1575,1537.58,true
